1,111122312,49,207167.wav
2,556653653,5,TheBeatMe16000_16.wav
3,45,5,225059.wav
4,35352,3,800$.wav
5,40|50|60,4|5|5,imleemei_S1SVAA_2.wav|imFromChine_S1SVAA_4.wav|3.wav
6,4443,4,imTomSmith_S1SVAA_1.wav
7,5555,4,whatDoYouDoSarah1.wav
8,42432,5,whatDoYouDoSarah2.wav
9,11313,1,whatDoYouDoSarah3.wav
10,42432,3,whatDoYouDoSarah6.wav
11,3232323,3,whatDoYouDoSarah5.wav
12,41331,2,whatDoYouDoSarah6.wav
13,323232323,2,whatDoYouDoSarah7.wav
14,323232323,2,whatDoYouDoSarah8.wav
15,323232323,2,whatDoYouDoSarah9.wav
16,323232323,2,whatDoYouDoSarah10.wav
17,323232323,2,whatDoYouDoSarah11.wav
18,40|50|60,4|5|5,creditCard.wav|thankYou.wav|3.wav
19,533646,5,utter-16kHz-5f21180c75852b4b.wav
20,541325,4,utter-16kHz-6c04da98bccda148.wav
21,22222,2,utter-16kHz-7ac589560a40fa47.wav
22,342422,3,utter-16kHz-74c7480c15e1f64e.wav
23,445434,4,utter-16kHz-948d459c79f5ae4c.wav
24,131321,1,utter-16kHz-a7dac7072ff1f147.wav
25,311322,2,utter-16kHz-ae0d4753aad62746.wav
26,666656,6,utter-16kHz-d4b065072ed4c241.wav
27,22222,2,utter-16kHz-e768cae6655cef45.wav
28,311523,3,utter-16kHz-f94d171c857fdf46.wav
29,46656265,5,A1SHHA_3.wav
30,555664566,6,A1SHHA_4.wav
31,142242,2,A1SHHA_5.wav
32,65,6,A1SHHA_6.wav
33,422541544,4,A1SHHA_7.wav
